Código OACI	CIAD	Nome	Município	UF	Município Servido	UF Servido	Latitude	Longitude	LatitudeRaiz	Lat Raiz	Lat 60	Lat 3600	LongitudeRaiz	Lon Raiz	Lon 60	Lon 3600	Altitude	Operação Diurna	Operação Noturna	Designação 1	Comprimento 1	Largura 1	Resistência 1	Superfície 1	Designação 2	Comprimento 2	Largura 2	Resistência 2	Superfície 2	Situação	Validade do Registro	Portaria de Registro	Link Portaria
SBRB	AC0001	Plácido de Castro	RIO BRANCO	Acre	Rio Branco	Acre	-9.868333333	-67.898055556	09°52'06.0S"	9.000000000	0.866666667	0.001666667	067°53'53.0W"	67.000000000	0.883333333	0.014722222	193	VFR / IFR - CAT I	VFR / IFR - CAT I	06/24	2158	45	78/F/D/X/T	Asfalto						Cadastrado	23/08/2028	PA2018-2577	https://pergamum.anac.gov.br/arquivos/PA2018-2577.pdf
SNGA	ES0007	Guarapari	GUARAPARI	Espírito Santo	Guarapari	Espírito Santo	-20.646388889	-40.491666667	20°38'47.0S"	20.000000000	0.633333333	0.013055556	040°29'30.0W"	40.000000000	0.483333333	0.008333333	9	VFR	VFR	06/24	940	30	13/F/C/X/T	Asfalto						Cadastrado	06/11/2027	PA2017-3632	https://pergamum.anac.gov.br/arquivos/PA2017-3632.pdf
SBIZ	MA0002	Prefeito Renato Moreira	IMPERATRIZ	Maranhão	Imperatriz	Maranhão	-5.530555556	-47.458333333	05°31'50.0S"	5.000000000	0.516666667	0.013888889	047°27'30.0W"	47.000000000	0.450000000	0.008333333	131	VFR / IFR Não Precisão	VFR / IFR Não Precisão	07/25	1798	45	50/F/A/X/T	Asfalto						Cadastrado	24/07/2028	PA2018-2252	https://pergamum.anac.gov.br/arquivos/PA2018-2252.pdf
SBPC	MG0018	Embaixador Walther Moreira Salles	POÇOS DE CALDAS	Minas Gerais	Poços de Caldas	Minas Gerais	-21.837777778	-46.566111111	21°50'16.0S"	21.000000000	0.833333333	0.004444444	046°33'58.0W"	46.000000000	0.550000000	0.016111111	1261	VFR / IFR Não Precisão	Sem Operação	09/27	1515	30	14/F/C/Y/U	Asfalto						Cadastrado	20/02/2029	PA2019-0534	https://pergamum.anac.gov.br/arquivos/PA2019-0534.pdf
SSCD	MS0007	Chapadão do Sul	CHAPADÃO DO SUL	Mato Grosso do Sul	Chapadão do Sul	Mato Grosso do Sul	-18.839166667	-52.488055556	18°50'21.0S"	18.000000000	0.833333333	0.005833333	052°29'17.0W"	52.000000000	0.483333333	0.004722222	817	VFR	VFR	05/23	2000	30	30/F/C/X/T	Asfalto						Cadastrado	01/10/2028	PA2018-2968	https://pergamum.anac.gov.br/arquivos/PA2018-2968.pdf
SBBE	PA0001	Aeroporto Internacional de Bélem	BELÉM	Pará	Belém	Pará	-1.384722222	-48.478888889	01°23'05.0S"	1.000000000	0.383333333	0.001388889	048°28'44.0W"	48.000000000	0.466666667	0.012222222	17	VFR / IFR - CAT I	VFR / IFR - CAT I	02/20	1830	45	50/F/A/X/T	Asfalto	06/24	2800	45	65/F/A/X/T	Asfalto	Cadastrado			
SBJP	PB0001	Internacional Presidente Castro Pinto	BAYEUX	Paraíba	João Pessoa	Paraíba	-7.148333333	-34.950277778	07°08'54.0S"	7.000000000	0.133333333	0.015000000	034°57'01.0W"	34.000000000	0.950000000	0.000277778	66	VFR / IFR Não Precisão	VFR / IFR Não Precisão	16/34	2515	45	52/F/B/X/T	Asfalto						Cadastrado	22/05/2025	PA2015-1203	https://pergamum.anac.gov.br/arquivos/PA2015-1203.pdf
SBKG	PB0003	Presidente João Suassuna	CAMPINA GRANDE	Paraíba	Campina Grande	Paraíba	-7.269166667	-35.895000000	07°16'09.0S"	7.000000000	0.266666667	0.002500000	035°53'42.0W"	35.000000000	0.883333333	0.011666667	502	VFR / IFR Não Precisão	VFR / IFR Não Precisão	15/33	1600	42	50/F/A/X/T	Asfalto						Cadastrado	15/03/2026	PA2016-0575	https://pergamum.anac.gov.br/arquivos/PA2016-0575.pdf
SBMG	PR0004	Silvio Name Júnior	MARINGÁ	Paraná	Maringá	Paraná	-23.479444444	-52.012222222	23°28'46.0S"	23.000000000	0.466666667	0.012777778	052°00'44.0W"	52.000000000	0.000000000	0.012222222	549	VFR / IFR Não Precisão	VFR / IFR Não Precisão	10/28	2100	45	45/F/A/X/T	Asfalto						Cadastrado	25/01/2031	PA2020-4088	https://pergamum.anac.gov.br/arquivos/PA2020-4088.pdf
SBCA	PR0005	Coronel Adalberto Mendes da Silva	CASCAVEL	Paraná	Cascavel	Paraná	-25.002222222	-53.501944444	25°00'08.0S"	25.000000000	0.000000000	0.002222222	053°30'07.0W"	53.000000000	0.500000000	0.001944444	759	VFR / IFR Não Precisão	VFR / IFR Não Precisão	15/33	1615	30	48/F/B/X/T	Asfalto						Cadastrado	20/11/2025	PA2015-3092	https://pergamum.anac.gov.br/arquivos/PA2015-3092.pdf
SSNG	RS0046	Montenegro	MONTENEGRO	Rio Grande do Sul	Montenegro	Rio Grande do Sul	-29.719722222	-51.488888889	29°43'11.0S"	29.000000000	0.716666667	0.003055556	051°29'20.0W"	51.000000000	0.483333333	0.005555556	24	VFR	Sem Operação	13/31	920	23	5700 Kg / 0.50 MPa	Grama						Cadastrado	13/07/2026	PA2016-1774	https://pergamum.anac.gov.br/arquivos/PA2016-1774.pdf
SBAE	SP0010	Aeroporto Estadual de Bauru-Arealva	AREALVA	São Paulo	Bauru	São Paulo	-22.157777778	-49.068333333	22°09'28.0S"	22.000000000	0.150000000	0.007777778	049°04'06.0W"	49.000000000	0.066666667	0.001666667	594	VFR / IFR Não Precisão	VFR / IFR Não Precisão	17/35	2010	45	42/F/A/X/T	Asfalto						Cadastrado	04/04/2023	PA2013-0888	https://pergamum.anac.gov.br/arquivos/PA2013-0888.pdf
SIMK	SP0011	Tenente Lund Pressoto	FRANCA	São Paulo	Franca	São Paulo	-20.590277778	-47.382500000	20°35'25.0S"	20.000000000	0.583333333	0.006944444	047°22'57.0W"	47.000000000	0.366666667	0.015833333	1003	VFR	VFR	05/23	2000	30	26/F/B/X/T	Asfalto						Cadastrado	08/01/2026	PA2016-0034	https://pergamum.anac.gov.br/arquivos/PA2016-0034.pdf
SBML	SP0014	Frank Miloye Milenkovich	MARÍLIA	São Paulo	Marília	São Paulo	-22.195555556	-49.926944444	22°11'44.0S"	22.000000000	0.183333333	0.012222222	049°55'37.0W"	49.000000000	0.916666667	0.010277778	650	VFR / IFR Não Precisão	VFR / IFR Não Precisão	03/21	1700	35	35/F/B/X/T	Asfalto						Cadastrado	10/05/2027	PA2017-1580	https://pergamum.anac.gov.br/arquivos/PA2017-1580.pdf
SNWC	CE0011	Camocim	CAMOCIM	Ceará	Camocim	Ceará	-2.895833333	-40.858888889	02°53'45.0S"	2.000000000	0.883333333	0.012500000	040°51'32.0W"	40.000000000	0.850000000	0.008888889	14	VFR	VFR	14/32	1200	30	14/F/B/Y/U	Asfalto						Interditado	07/05/2030	PA2020-1190	https://pergamum.anac.gov.br/arquivos/PA2020-1190.pdf
SSKM	PR0017	Campo Mourão	CAMPO MOURÃO	Paraná	Campo Mourão	Paraná	-24.002500000	-52.356944444	24°00'09.0S"	24.000000000	0.000000000	0.002500000	052°21'25.0W"	52.000000000	0.350000000	0.006944444	574	VFR	VFR	02/20	1370	30	14/F/C/Y/U	Asfalto						Cadastrado	04/03/2030	PA2020-0578	https://pergamum.anac.gov.br/arquivos/PA2020-0578.pdf
SWNS	GO0004	Anápolis	ANÁPOLIS	Goiás	Anápolis	Goiás	-16.362500000	-48.928055556	16°21'45.0S"	16.000000000	0.350000000	0.012500000	048°55'41.0W"	48.000000000	0.916666667	0.011388889	1112	VFR	VFR	07/25	1218	45	30/F/C/X/U	Asfalto						Cadastrado	16/04/2030	PA2020-1010	https://pergamum.anac.gov.br/arquivos/PA2020-1010.pdf
SNGX	MG0023	Guaxupé	GUAXUPÉ	Minas Gerais	Guaxupé	Minas Gerais	-21.326666667	-46.730277778	21°19'36.0S"	21.000000000	0.316666667	0.010000000	046°43'49.0W"	46.000000000	0.716666667	0.013611111	849	VFR	VFR	12/30	1500	30	19/F/A/Y/T	Asfalto						Cadastrado	23/06/2030	PA2020-1564	https://pergamum.anac.gov.br/arquivos/PA2020-1564.pdf
SBGL	RJ0001	Galeão - Antônio Carlos Jobim	RIO DE JANEIRO	Rio de Janeiro	Rio de Janeiro	Rio de Janeiro	-22.810000000	-43.250555556	22°48'36.0S"	22.000000000	0.800000000	0.010000000	043°15'02.0W"	43.000000000	0.250000000	0.000555556	9	VFR / IFR - CAT II	VFR / IFR - CAT II	15/33	3180	47	73/F/B/X/T	Asfalto	10/28	4000	45	78/R/A/W/T	Concreto	Cadastrado	11/07/2022	PA2012-1398	https://pergamum.anac.gov.br/arquivos/PA2012-1398.pdf
SBCF	MG0001	Tancredo Neves	CONFINS	Minas Gerais	Belo Horizonte	Minas Gerais	-19.624444444	-43.971944444	19°37'28.0S"	19.000000000	0.616666667	0.007777778	043°58'19.0W"	43.000000000	0.966666667	0.005277778	827			16/34	3600	45	75/F/B/W/T	Asfalto						Cadastrado	13/08/2028	PA2018-2457	https://pergamum.anac.gov.br/arquivos/PA2018-2457.pdf
SNIC	BA0019	Irecê	IRECÊ	Bahia	Irecê	Bahia	-11.340000000	-41.846944444	11°20'24.0S"	11.000000000	0.333333333	0.006666667	041°50'49.0W"	41.000000000	0.833333333	0.013611111	784	VFR	VFR	11/29	1400	30	5700 Kg / 0.50 MPa	Asfalto						Cadastrado	20/05/2030	PA2020-1299	https://pergamum.anac.gov.br/arquivos/PA2020-1299.pdf
SNKI	ES0006	Aeródromo de Cachoeiro do Itapemirim	CACHOEIRO DE ITAPEMIRIM	Espírito Santo	Cachoeiro de Itapemirim	Espírito Santo	-20.835277778	-41.186388889	20°50'07.0S"	20.000000000	0.833333333	0.001944444	041°11'11.0W"	41.000000000	0.183333333	0.003055556	78	VFR	VFR	06/24	1200	30	14/F/C/Y/T	Asfalto						Cadastrado	19/06/2025	PA2015-1473	https://pergamum.anac.gov.br/arquivos/PA2015-1473.pdf
SBDB	MS0004	Aeródromo Público de Bonito	BONITO	Mato Grosso do Sul	Bonito	Mato Grosso do Sul	-21.247222222	-56.452500000	21°14'50.0S"	21.000000000	0.233333333	0.013888889	056°27'09.0W"	56.000000000	0.450000000	0.002500000	334	VFR	VFR	18/36	2000	30	48/F/A/X/T	Asfalto						Cadastrado	13/05/2025	PA2015-1122	https://pergamum.anac.gov.br/arquivos/PA2015-1122.pdf
SBPP	MS0005	Ponta Porã - Internacional	PONTA PORÃ	Mato Grosso do Sul	Ponta Porã	Mato Grosso do Sul	-22.549722222	-55.703055556	22°32'59.0S"	22.000000000	0.533333333	0.016388889	055°42'11.0W"	55.000000000	0.700000000	0.003055556	657	VFR / IFR Não Precisão	IFR Não Precisão	04/22	2000	45	31/F/A/X/T	Asfalto						Cadastrado	10/05/2023	PA2013-1185	https://pergamum.anac.gov.br/arquivos/PA2013-1185.pdf
SNTS	PB0005	Patos	PATOS	Paraíba	Patos	Paraíba	-7.037777778	-37.257500000	07°02'16.0S"	7.000000000	0.033333333	0.004444444	037°15'27.0W"	37.000000000	0.250000000	0.007500000	265	VFR	VFR	12/30	1600	30	6/F/C/Y/U	Asfalto						Cadastrado	23/04/2030	PA2020-1080	https://pergamum.anac.gov.br/arquivos/PA2020-1080.pdf
SBCX	RS0007	Hugo Cantergiani	CAXIAS DO SUL	Rio Grande do Sul	Caxias do Sul	Rio Grande do Sul	-29.195555556	-51.189722222	29°11'44.0S"	29.000000000	0.183333333	0.012222222	051°11'23.0W"	51.000000000	0.183333333	0.006388889	754	VFR / IFR Não Precisão	VFR / IFR Não Precisão	15/33	1670	30	45/F/A/X/T	Asfalto						Cadastrado	07/11/2027	PA2017-3509	https://pergamum.anac.gov.br/arquivos/PA2017-3509.pdf
SBBG	RS0010	Comandante Gustavo Kraemer	BAGÉ	Rio Grande do Sul	Bagé	Rio Grande do Sul	-31.390833333	-54.109722222	31°23'27.0S"	31.000000000	0.383333333	0.007500000	054°06'35.0W"	54.000000000	0.100000000	0.009722222	186	VFR / IFR Não Precisão	VFR / IFR Não Precisão	14/32	1149	45	5700 Kg / 0.62 MPa	Grama	06/24	1500	30	18/R/A/Y/T	Concreto	Cadastrado	09/08/2028	PA2018-2459	https://pergamum.anac.gov.br/arquivos/PA2018-2459.pdf
SSCN	RS0019	Canela	CANELA	Rio Grande do Sul	Canela	Rio Grande do Sul	-29.370555556	-50.832222222	29°22'14.0S"	29.000000000	0.366666667	0.003888889	050°49'56.0W"	50.000000000	0.816666667	0.015555556	837	VFR	VFR	06/24	1260	18	21/F/B/Y/T	Asfalto						Cadastrado	09/09/2029	PA2019-2752	https://pergamum.anac.gov.br/arquivos/PA2019-2752.pdf
SSIM	SC0009	Forquilhinha-Criciúma	FORQUILHINHA	Santa Catarina	Forquilhinha	Santa Catarina	-28.724444444	-49.421111111	28°43'28.0S"	28.000000000	0.716666667	0.007777778	049°25'16.0W"	49.000000000	0.416666667	0.004444444	28	VFR / IFR Não Precisão	VFR / IFR Não Precisão	09/27	1488	30	22/F/C/X/U	Asfalto						Cadastrado	20/05/2029	PA2019-1479	https://pergamum.anac.gov.br/arquivos/PA2019-1479.pdf
SDDN	SP0020	Paulino Ribeiro de Andrade	ANDRADINA	São Paulo	Andradina	São Paulo	-20.892500000	-51.383888889	20°53'33.0S"	20.000000000	0.883333333	0.009166667	051°23'02.0W"	51.000000000	0.383333333	0.000555556	380	VFR	VFR	11/29	1500	30	12/F/B/Y/T	Asfalto						Cadastrado	23/11/2025	PA2015-3120	https://pergamum.anac.gov.br/arquivos/PA2015-3120.pdf
SDPW	SP0041	Pedro Morganti	PIRACICABA	São Paulo	Piracicaba	São Paulo	-22.710555556	-47.619444444	22°42'38.0S"	22.000000000	0.700000000	0.010555556	047°37'10.0W"	47.000000000	0.616666667	0.002777778	584	VFR	VFR	17/35	1200	30	21/F/A/X/T	Asfalto						Cadastrado	02/08/2028	PA2018-2356	https://pergamum.anac.gov.br/arquivos/PA2018-2356.pdf
SSKU	SC0016	Lauro Antônio da Costa	CURITIBANOS	Santa Catarina	Curitibanos	Santa Catarina	-27.287222222	-50.603888889	27°17'14.0S"	27.000000000	0.283333333	0.003888889	050°36'14.0W"	50.000000000	0.600000000	0.003888889	978	VFR	VFR	11/29	1400	30	22/F/A/Y/T	Asfalto						Cadastrado	20/05/2030	PA2020-1296	https://pergamum.anac.gov.br/arquivos/PA2020-1296.pdf
SSAP	PR0014	Capitão João Busse	APUCARANA	Paraná	Apucarana	Paraná	-23.612222222	-51.385000000	23°36'44.0S"	23.000000000	0.600000000	0.012222222	051°23'06.0W"	51.000000000	0.383333333	0.001666667	800	VFR	VFR	10/28	1400	30	9/F/C/Y/U	Asfalto						Cadastrado	07/05/2030	PA2020-1193	https://pergamum.anac.gov.br/arquivos/PA2020-1193.pdf
SBPA	RS0001	Salgado Filho	PORTO ALEGRE	Rio Grande do Sul	Porto Alegre	Rio Grande do Sul	-29.994722222	-51.171111111	29°59'41.0S"	29.000000000	0.983333333	0.011388889	051°10'16.0W"	51.000000000	0.166666667	0.004444444	4	VFR / IFR - CAT II	VFR / IFR - CAT II	11/29	2280	45	74/F/A/X/T	Asfalto						Cadastrado	23/06/2024	PA2014-1446	https://pergamum.anac.gov.br/arquivos/PA2014-1446.pdf
SBNM	RS0008	Santo Ângelo	SANTO ÂNGELO	Rio Grande do Sul	Santo Ângelo	Rio Grande do Sul	-28.281666667	-54.168333333	28°16'54.0S"	28.000000000	0.266666667	0.015000000	054°10'06.0W"	54.000000000	0.166666667	0.001666667	322	VFR / IFR Não Precisão	VFR / IFR Não Precisão	12/30	1625	30	35/F/A/X/T	Asfalto						Cadastrado	20/02/2027	PA2019-3072	https://pergamum.anac.gov.br/arquivos/PA2019-3072.pdf
SNAL	AL0003	Arapiraca	ARAPIRACA	Alagoas	Arapiraca	Alagoas	-9.776388889	-36.630555556	09°46'35.0S"	9.000000000	0.766666667	0.009722222	036°37'50.0W"	36.000000000	0.616666667	0.013888889	270	VFR	VFR	10/28	930	18	13/F/B/Y/T	Asfalto						Cadastrado	23/04/2030	PA2020-1073	https://pergamum.anac.gov.br/arquivos/PA2020-1073.pdf
SWPZ	GO0010	Ouriçanga de Abreu	POSSE	Goiás	Posse	Goiás	-14.118055556	-46.345277778	14°07'05.0S"	14.000000000	0.116666667	0.001388889	046°20'43.0W"	46.000000000	0.333333333	0.011944444	841	VFR	VFR	10/28	1500	25	18/F/B/Y/T	Asfalto						Cadastrado	12/08/2030	PA2020-1994	https://pergamum.anac.gov.br/arquivos/PA2020-1994.pdf
SBSV	BA0001	Deputado Luis Eduardo Magalhães-Intl	SALVADOR	Bahia	Salvador	Bahia	-12.908611111	-38.322500000	12°54'31.0S"	12.000000000	0.900000000	0.008611111	038°19'21.0W"	38.000000000	0.316666667	0.005833333	20	VFR / IFR - CAT I	VFR / IFR - CAT I	10/28	3003	45	104/F/B/X/T	Asfalto	17/35	1518	45	41/F/B/X/T	Asfalto	Cadastrado	04/06/2024	PA2014-1258	https://pergamum.anac.gov.br/arquivos/PA2014-1258.pdf
SBJH	SP1176	São Paulo Catarina Aeroporto Executivo	SÃO ROQUE	São Paulo	São Roque	São Paulo	-23.426944444	-47.165833333	23°25'37.0S"	23.000000000	0.416666667	0.010277778	047°09'57.0W"	47.000000000	0.150000000	0.015833333	777	VFR / IFR Não Precisão	VFR / IFR Não Precisão	12/30	2470	33	30/F/B/X/T	Asfalto						Cadastrado	02/12/2029	PA2019-3689	https://pergamum.anac.gov.br/arquivos/PA2019-3689.pdf
SBSO	MT0005	Regional de Sorriso Adolino Bedin	SORRISO	Mato Grosso	Sorriso	Mato Grosso	-12.472777778	-55.668888889	12°28'22.0S"	12.000000000	0.466666667	0.006111111	055°40'08.0W"	55.000000000	0.666666667	0.002222222	386	VFR / IFR Não Precisão	VFR / IFR Não Precisão	05/23	1700	30	26/F/A/Y/T	Asfalto						Cadastrado	05/08/2025	PA2016-0745	https://pergamum.anac.gov.br/arquivos/PA2016-0745.pdf
SBGR	SP0002	Guarulhos - Governador André Franco Montoro	GUARULHOS	São Paulo	Guarulhos	São Paulo	-23.435555556	-46.473055556	23°26'08.0S"	23.000000000	0.433333333	0.002222222	046°28'23.0W"	46.000000000	0.466666667	0.006388889	750	VFR / IFR - CAT III A	VFR / IFR - CAT III A	09L/27R	3700	45	77/F/B/W/T	Asfalto	09R/27L	3000	45	77/F/B/W/T	Asfalto	Cadastrado			
SNBR	BA0011	Barreiras	BARREIRAS	Bahia	Barreiras	Bahia	-12.079166667	-45.009444444	12°04'45.0S"	12.000000000	0.066666667	0.012500000	045°00'34.0W"	45.000000000	0.000000000	0.009444444	748	VFR	VFR	08/26	1600	30	35/F/A/X/T	Asfalto						Cadastrado	17/09/2024	PA2014-2208	https://pergamum.anac.gov.br/arquivos/PA2014-2208.pdf
SNTF	BA0016	Teixeira de Freitas	TEIXEIRA DE FREITAS	Bahia	Teixeira de Freitas	Bahia	-17.524444444	-39.668333333	17°31'28.0S"	17.000000000	0.516666667	0.007777778	039°40'06.0W"	39.000000000	0.666666667	0.001666667	105	VFR	VFR	11/29	1460	30	31/F/A/X/T	Asfalto						Cadastrado	12/08/2024	PA2014-1877	https://pergamum.anac.gov.br/arquivos/PA2014-1877.pdf
SBAC	CE0004	Aeroporto Regional de Acarati	ARACATI	Ceará	Aracati	Ceará	-4.568611111	-37.804722222	04°34'07.0S"	4.000000000	0.566666667	0.001944444	037°48'17.0W"	37.000000000	0.800000000	0.004722222	36	VFR / IFR Não Precisão	VFR / IFR Não Precisão	09/27	1800	30	36/F/A/X/U	Asfalto						Cadastrado	23/06/2024	PA2018-1227	https://pergamum.anac.gov.br/arquivos/PA2018-1227.pdf
SBVT	ES0001	Eurico de Aguiar Salles	VITÓRIA	Espírito Santo	Vitória	Espírito Santo	-20.258055556	-40.286388889	20°15'29.0S"	20.000000000	0.250000000	0.008055556	040°17'11.0W"	40.000000000	0.283333333	0.003055556	3	VFR / IFR - CAT I	VFR / IFR - CAT I	02/20	2058	45	86/F/B/X/T	Asfalto	06/24	1750	45	45/F/B/X/T	Asfalto	Cadastrado		PA2014-1002	https://pergamum.anac.gov.br/arquivos/PA2014-1002.pdf
SBSL	MA0001	Marechal Cunha Machado Internacional	SÃO LUÍS	Maranhão	São Luís	Maranhão	-2.586944444	-44.236111111	02°35'13.0S"	2.000000000	0.583333333	0.003611111	044°14'10.0W"	44.000000000	0.233333333	0.002777778	54	VFR / IFR - CAT I	VFR / IFR - CAT I	06/24	2385	45	52/F/B/X/T	Asfalto	09/27	1464	45	39/F/B/X/T	Asfalto	Cadastrado	21/08/2025	PA2015-2239	https://pergamum.anac.gov.br/arquivos/PA2015-2239.pdf
SBZM	MG0006	Presidente Itamar Franco	GOIANÁ	Minas Gerais	Goianá	Minas Gerais	-21.513055556	-43.173055556	21°30'47.0S"	21.000000000	0.500000000	0.013055556	043°10'23.0W"	43.000000000	0.166666667	0.006388889	412	VFR / IFR Não Precisão	IFR Não Precisão	08/26	2525	45	66/F/B/X/T	Asfalto						Cadastrado	21/09/2021	PA2017-2564	https://pergamum.anac.gov.br/arquivos/PA2017-2564.pdf
SBAT	MT0003	Aeroporto Piloto Osvaldo Marques Dias	ALTA FLORESTA	Mato Grosso	Alta Floresta	Mato Grosso	-9.866388889	-56.105000000	09°51'59.0S"	9.000000000	0.850000000	0.016388889	056°06'18.0W"	56.000000000	0.100000000	0.005000000	289	VFR / IFR Não Precisão	VFR / IFR Não Precisão	04/22	2500	30	29/F/C/X/U	Asfalto						Cadastrado	31/01/2021	PA2011-0162	https://pergamum.anac.gov.br/arquivos/PA2011-0162.pdf
SBTD	PR0008	Luiz Dalcanale Filho	TOLEDO	Paraná	Toledo	Paraná	-24.685277778	-53.696388889	24°41'07.0S"	24.000000000	0.683333333	0.001944444	053°41'47.0W"	53.000000000	0.683333333	0.013055556	562	VFR / IFR Não Precisão	VFR / IFR Não Precisão	02/20	1670	30	33/F/C/X/U	Asfalto						Cadastrado	05/12/2028	PA2018-3681	https://pergamum.anac.gov.br/arquivos/PA2018-3681.pdf
SWPM	RO0009	Pimenta Bueno	PIMENTA BUENO	Rondônia	Pimenta Bueno	Rondônia	-11.641666667	-61.181111111	11°38'30.0S"	11.000000000	0.633333333	0.008333333	061°10'52.0W"	61.000000000	0.166666667	0.014444444	208	VFR	VFR	04/22	1300	20	12/F/C/Y/U	Asfalto						Cadastrado	25/09/2024	PA2014-2262	https://pergamum.anac.gov.br/arquivos/PA2014-2262.pdf
SNAX	SP0016	Marcelo Pires Halzhausen	ASSIS	São Paulo	Assis	São Paulo	-22.640000000	-50.453055556	22°38'24.0S"	22.000000000	0.633333333	0.006666667	050°27'11.0W"	50.000000000	0.450000000	0.003055556	564	VFR	VFR	12/30	1689	30	25/F/C/Y/U	Asfalto						Cadastrado	02/03/2026	PA2016-0460	https://pergamum.anac.gov.br/arquivos/PA2016-0460.pdf
SBBU	SP0017	Bauru	BAURU	São Paulo	Bauru	São Paulo	-22.343611111	-49.053888889	22°20'37.0S"	22.000000000	0.333333333	0.010277778	049°03'14.0W"	49.000000000	0.050000000	0.003888889	617	VFR / IFR Não Precisão	VFR / IFR Não Precisão	14/32	1501	35	13/F/A/X/T	Asfalto						Cadastrado	13/12/2027	PA2017-3676	https://pergamum.anac.gov.br/arquivos/PA2017-3676.pdf
SDDR	SP0021	Dracena	DRACENA	São Paulo	Dracena	São Paulo	-21.460555556	-51.606944444	21°27'38.0S"	21.000000000	0.450000000	0.010555556	051°36'25.0W"	51.000000000	0.600000000	0.006944444	372	VFR	VFR	09/27	1500	30	14/F/A/X/T	Asfalto						Cadastrado	11/04/2024	PA2014-0904	https://pergamum.anac.gov.br/arquivos/PA2014-0904.pdf
SBJD	SP0031	Comandante Rolim Adolfo Amaro	JUNDIAÍ	São Paulo	Jundiaí	São Paulo	-23.181666667	-46.943611111	23°10'54.0S"	23.000000000	0.166666667	0.015000000	046°56'37.0W"	46.000000000	0.933333333	0.010277778	753	VFR / IFR Não Precisão	VFR / IFR Não Precisão	18/36	1400	30	21/F/A/X/T	Asfalto						Cadastrado	14/12/2028	PA2018-3807	https://pergamum.anac.gov.br/arquivos/PA2018-3807.pdf
SNFU	MG0063	Frutal	FRUTAL	Minas Gerais	Frutal	Minas Gerais	-20.004722222	-48.958888889	20°00'17.0S"	20.000000000	0.000000000	0.004722222	048°57'32.0W"	48.000000000	0.950000000	0.008888889	549	VFR	Sem Operação	07/25	1320	30	15/F/C/Y/T	Asfalto						Cadastrado	12/03/2030	PA2020-0681	https://pergamum.anac.gov.br/arquivos/PA2020-0681.pdf
SBCZ	AC0002	Cruzeiro do Sul / Cruzeiro do Sul - Internacional	CRUZEIRO DO SUL	Acre	Cruzeiro do Sul	Acre	-7.599444444	-72.769444444	07°35'58.0S"	7.000000000	0.583333333	0.016111111	072°46'10.0W"	72.000000000	0.766666667	0.002777778	194	VFR / IFR Não Precisão	VFR / IFR Não Precisão	10/28	2400	45	32/F/A/X/T	Asfalto						Cadastrado	19/03/2024	PA2014-0630	https://pergamum.anac.gov.br/arquivos/PA2014-0630.pdf
SBFI	PR0002	Cataratas	FOZ DO IGUAÇU	Paraná	Foz do Iguaçu	Paraná	-25.600277778	-54.485000000	25°36'01.0S"	25.000000000	0.600000000	0.000277778	054°29'06.0W"	54.000000000	0.483333333	0.001666667	240	VFR / IFR - CAT I	VFR / IFR - CAT I	15/33	2195	45	51/F/B/X/T	Asfalto						Cadastrado	21/05/2024	PA2014-1182	https://pergamum.anac.gov.br/arquivos/PA2014-1182.pdf
SBTF	AM0004	Tefé	TEFÉ	Amazonas	Tefé	Amazonas	-3.380277778	-64.725277778	03°22'49.0S"	3.000000000	0.366666667	0.013611111	064°43'31.0W"	64.000000000	0.716666667	0.008611111	57	VFR / IFR Não Precisão	VFR / IFR Não Precisão	15/33	2200	45	29/F/C/X/U	Asfalto						Cadastrado	13/11/2027	PA2017-3681	https://pergamum.anac.gov.br/arquivos/PA2017-3681.pdf
SWPI	AM0006	Parintins	PARINTINS	Amazonas	Parintins	Amazonas	-2.669444444	-56.771111111	02°40'10.0S"	2.000000000	0.666666667	0.002777778	056°46'16.0W"	56.000000000	0.766666667	0.004444444	26	VFR	VFR	06/24	1800	30	33/F/B/X/T	Asfalto						Cadastrado	30/07/2025	PA2015-2014	https://pergamum.anac.gov.br/arquivos/PA2015-2014.pdf
SBJU	CE0002	Orlando Bezerra Menezes	JUAZEIRO DO NORTE	Ceará	Juazeiro do Norte	Ceará	-7.219166667	-39.269444444	07°13'09.0S"	7.000000000	0.216666667	0.002500000	039°16'10.0W"	39.000000000	0.266666667	0.002777778	409	VFR / IFR Não Precisão	VFR / IFR Não Precisão	13/31	1940	45	45/F/A/X/T	Asfalto						Cadastrado	07/03/2029	PA2019-0624	https://pergamum.anac.gov.br/arquivos/PA2019-0624.pdf
SBMK	MG0004	Aeródromo Público Mário Ribeiro	MONTES CLAROS	Minas Gerais	Montes Claros	Minas Gerais	-16.706111111	-43.821944444	16°42'22.0S"	16.000000000	0.700000000	0.006111111	043°49'19.0W"	43.000000000	0.816666667	0.005277778	668	VFR / IFR Não Precisão	VFR / IFR Não Precisão	12/30	2100	45	34/F/B/X/T	Asfalto						Cadastrado	29/07/2024	PA2014-1719	https://pergamum.anac.gov.br/arquivos/PA2014-1719.pdf
