Código OACI	CIAD	Nome	Município	UF	Município Servido	UF Servido	Latitude	Longitude	LatitudeRaiz	Lat Raiz	Lat 60	Lat 3600	LongitudeRaiz	Lon Raiz	Lon 60	Lon 3600	Altitude	Operação Diurna	Operação Noturna	Designação 1	Comprimento 1	Largura 1	Resistência 1	Superfície 1	Designação 2	Comprimento 2	Largura 2	Resistência 2	Superfície 2	Situação	Validade do Registro	Portaria de Registro	Link Portaria
SJVO	GO0030	Aragarças	ARAGARÇAS	Goiás	Aragarças	Goiás	-15.899166667	-52.245277778	15°53'57.0S"	15.000000000	0.883333333	0.015833333	052°14'43.0W"	52.000000000	0.233333333	0.011944444	323	VFR	Sem Operação	10/28	1010	30	14/F/B/X/U	Asfalto						Cadastrado		PD2005-1223	https://pergamum.anac.gov.br/arquivos/PD2005-1223.pdf
SSBV	MS0011	Bela Vista	BELA VISTA	Mato Grosso do Sul	Bela Vista	Mato Grosso do Sul	-22.082222222	-56.538333333	22°04'56.0S"	22.000000000	0.066666667	0.015555556	056°32'18.0W"	56.000000000	0.533333333	0.005000000	235	VFR	Sem Operação	03/21	1300	23	10/F/B/Y/T	Terra						Interditado		PD1999-0028	https://pergamum.anac.gov.br/arquivos/PD1999-0028.pdf
SJBY	MA0007	João Silva	SANTA INÊS	Maranhão	Santa Inês	Maranhão	-3.653888889	-45.345000000	03°39'14.0S"	3.000000000	0.650000000	0.003888889	045°20'42.0W"	45.000000000	0.333333333	0.011666667	25	VFR	Sem Operação	06/24	1500	30	10/F/C/Y/T	Asfalto						Cadastrado		PD2003-1668	https://pergamum.anac.gov.br/arquivos/PD2003-1668.pdf
SSSD	RS0017	Soledade	SOLEDADE	Rio Grande do Sul	Soledade	Rio Grande do Sul	-28.863333333	-52.540555556	28°51'48.0S"	28.000000000	0.850000000	0.013333333	052°32'26.0W"	52.000000000	0.533333333	0.007222222	673	VFR	Sem Operação	17/35	1199	23	5700 Kg / 1.00 MPa	Grama						Cadastrado	19/05/2030	PA2020-1287	https://pergamum.anac.gov.br/arquivos/PA2020-1287.pdf
SDTK	RJ0011	Parati	PARATY	Rio de Janeiro	Paraty	Rio de Janeiro	-23.224444444	-44.720277778	23°13'28.0S"	23.000000000	0.216666667	0.007777778	044°43'13.0W"	44.000000000	0.716666667	0.003611111	3	VFR	Sem Operação	10/28	700	23	2500 Kg / 0.50 MPa	Asfalto						Cadastrado		PD1998-0051	https://pergamum.anac.gov.br/arquivos/PD1998-0051.pdf
SBRF	PE0001	Guararapes - Gilberto Freyre Internacional	RECIFE	Pernambuco	Recife	Pernambuco	-8.126388889	-34.922777778	08°07'35.0S"	8.000000000	0.116666667	0.009722222	034°55'22.0W"	34.000000000	0.916666667	0.006111111	10	VFR / IFR - CAT I	VFR / IFR - CAT I	18/36	3007	45	72/F/B/X/T	Asfalto						Cadastrado	20/05/2023	PA2013-1297	https://pergamum.anac.gov.br/arquivos/PA2013-1297.pdf
SDRS	RJ0007	Resende	RESENDE		Resende	Rio de Janeiro	-22.478611111	-44.481666667	22°28'43.0S"	22.000000000	0.466666667	0.011944444	044°28'54.0W"	44.000000000	0.466666667	0.015000000	402	VFR		08/26	1300	30	13/F/C/Y/U	Asfalto						Cadastrado	09/04/2030	PA2020-0973	https://pergamum.anac.gov.br/arquivos/PA2020-0973.pdf
SWEI	AM0009	Eirunepé	EIRUNEPÉ	Amazonas	Eirunepé	Amazonas	-6.637500000	-69.883055556	06°38'15.0S"	6.000000000	0.633333333	0.004166667	069°52'59.0W"	69.000000000	0.866666667	0.016388889	122	VFR	Sem Operação	16/34	2300	45	30/F/C/X/U	Asfalto						Cadastrado	06/09/2029	PA2019-2711	https://pergamum.anac.gov.br/arquivos/PA2019-2711.pdf
SSQP	BA0061	Monte Santo	MONTE SANTO	Bahia	Monte Santo	Bahia	-10.465277778	-39.286111111	10°27'55.0S"	10.000000000	0.450000000	0.015277778	039°17'10.0W"	39.000000000	0.283333333	0.002777778	443	VFR		17/35	1000	30	5700 Kg / 0.50 MPa	Piçarra						Cadastrado	13/10/2025	PA2015-2706	https://pergamum.anac.gov.br/arquivos/PA2015-2706.pdf
SNKD	MG0070	Conceição do Mato Dentro	CONCEIÇÃO DO MATO DENTRO	Minas Gerais	Conceição do Mato Dentro	Minas Gerais	-19.020277778	-43.433888889	19°01'13.0S"	19.000000000	0.016666667	0.003611111	043°26'02.0W"	43.000000000	0.433333333	0.000555556	669	VFR	Sem Operação	15/33	960	23	8/F/B/X/T	Asfalto						Interditado		PD1984-0091	https://pergamum.anac.gov.br/arquivos/PD1984-0091.pdf
SNOE	PI0008	Oeiras	OEIRAS	Piauí	Oeiras	Piauí	-7.018888889	-42.167222222	07°01'08.0S"	7.000000000	0.016666667	0.002222222	042°10'02.0W"	42.000000000	0.166666667	0.000555556	250	VFR	Sem Operação	11/29	1200	40	8/F/C/Y/U	Terra						Interditado			
SSLG	RS0021	São Luiz Gonzaga	SÃO LUIZ GONZAGA	Rio Grande do Sul	São Luiz Gonzaga	Rio Grande do Sul	-28.376388889	-55.037500000	28°22'35.0S"	28.000000000	0.366666667	0.009722222	055°02'15.0W"	55.000000000	0.033333333	0.004166667	200	VFR	Sem Operação	06/24	1200	60	8/F/C/Y/U	Saibro						Cadastrado			
SWHP	MT0006	Olhos D'Água	ÁGUA BOA	Mato Grosso	Água Boa	Mato Grosso	-14.019444444	-52.152222222	14°01'10.0S"	14.000000000	0.016666667	0.002777778	052°09'08.0W"	52.000000000	0.150000000	0.002222222	459	VFR	VFR	03/21	1627	18	5700 Kg / 0.50 MPa	Asfalto						Cadastrado	19/09/2023	PA2013-2444	https://pergamum.anac.gov.br/arquivos/PA2013-2444.pdf
SWDN	TO0006	Dianópolis	DIANÓPOLIS	Tocantins	Dianópolis	Tocantins	-11.595277778	-46.847777778	11°35'43.0S"	11.000000000	0.583333333	0.011944444	046°50'52.0W"	46.000000000	0.833333333	0.014444444	730	VFR		10/28	1500	30	12/F/B/X/T	Asfalto						Interditado	16/06/2026	PA2016-1485	https://pergamum.anac.gov.br/arquivos/PA2016-1485.pdf
SNJB	BA0062	Jacobina	JACOBINA	Bahia	Jacobina	Bahia	-11.163055556	-40.553333333	11°09'47.0S"	11.000000000	0.150000000	0.013055556	040°33'12.0W"	40.000000000	0.550000000	0.003333333	489	VFR		14/32	900	25	6/F/C/Y/U	Asfalto						Cadastrado	03/08/2025	PA2015-2078	https://pergamum.anac.gov.br/arquivos/PA2015-2078.pdf
SSCL	MS0018	Cassilândia	CASSILÂNDIA	Mato Grosso do Sul	Cassilândia	Mato Grosso do Sul	-19.146944444	-51.676388889	19°08'49.0S"	19.000000000	0.133333333	0.013611111	051°40'35.0W"	51.000000000	0.666666667	0.009722222	481	VFR	Sem Operação	13/31	1081	18	10/F/B/Y/T	Asfalto						Cadastrado	24/04/2027	PA2017-1340	https://pergamum.anac.gov.br/arquivos/PA2017-1340.pdf
SNTO	MG0048	Juscelino Kubitscheck	TEÓFILO OTONI	Minas Gerais	Teófilo Otoni	Minas Gerais	-17.890833333	-41.515000000	17°53'27.0S"	17.000000000	0.883333333	0.007500000	041°30'54.0W"	41.000000000	0.500000000	0.015000000	480	VFR	VFR	11/29	1190	23	10/F/B/Y/U	Asfalto						Cadastrado	23/06/2030	PA2020-1559	https://pergamum.anac.gov.br/arquivos/PA2020-1559.pdf
SDBK	SP0019	Tancredo de Almeida Neves	BOTUCATU	São Paulo	Botucatu	São Paulo	-22.936666667	-48.467500000	22°56'12.0S"	22.000000000	0.933333333	0.003333333	048°28'03.0W"	48.000000000	0.466666667	0.000833333	918	VFR	VFR	01/19	1500	30	40/F/A/X/T	Asfalto						Cadastrado	22/11/2022	PA2012-2536	https://pergamum.anac.gov.br/arquivos/PA2012-2536.pdf
SWVC	MT0016	Vila Rica	VILA RICA	Mato Grosso	Vila Rica	Mato Grosso	-9.981111111	-51.140555556	09°58'52.0S"	9.000000000	0.966666667	0.014444444	051°08'26.0W"	51.000000000	0.133333333	0.007222222	254	VFR	Sem Operação	07/25	1350	30	4000 Kg / 0.50 MPa	Terra						Cadastrado	18/05/2030	PA2020-1286	https://pergamum.anac.gov.br/arquivos/PA2020-1286.pdf
SIBW	PB0008	Conceição	CONCEIÇÃO	Paraíba	Conceição	Paraíba	-7.562500000	-38.497500000	07°33'45.0S"	7.000000000	0.550000000	0.012500000	038°29'51.0W"	38.000000000	0.483333333	0.014166667	370	VFR	Sem Operação	08/26	1000	27	8/F/C/Y/U	Asfalto						Interditado		PD2001-1493	https://pergamum.anac.gov.br/arquivos/PD2001-1493.pdf
SWMW	AM0020	Maués	MAUÉS	Amazonas	Maués	Amazonas	-3.356944444	-57.712222222	03°21'25.0S"	3.000000000	0.350000000	0.006944444	057°42'44.0W"	57.000000000	0.700000000	0.012222222	21	VFR	Sem Operação	01/19	1200	30	8/F/C/Y/U	Asfalto						Cadastrado	09/09/2021	PA2011-1705	https://pergamum.anac.gov.br/arquivos/PA2011-1705.pdf
SDVG	SP0026	Domingos Pignatari	VOTUPORANGA	São Paulo	Votuporanga	São Paulo	-20.457222222	-50.002500000	20°27'26.0S"	20.000000000	0.450000000	0.007222222	050°00'09.0W"	50.000000000	0.000000000	0.002500000	508	VFR	VFR	05/23	1500	30	26/F/B/X/T	Asfalto						Cadastrado		PD1971-0052	https://pergamum.anac.gov.br/arquivos/PD1971-0052.pdf
SIZX	MT0018	Juara Sul	JUARA	Mato Grosso	Juara	Mato Grosso	-11.286666667	-57.538888889	11°17'12.0S"	11.000000000	0.283333333	0.003333333	057°32'20.0W"	57.000000000	0.533333333	0.005555556	302	VFR	Sem Operação	11/29	1200	30	5700 Kg / 0.50 MPa	Cascalho						Cadastrado		PD2004-0791	https://pergamum.anac.gov.br/arquivos/PD2004-0791.pdf
SJXI	MG0311	Santa Rita do Sapucaí	SANTA RITA DO SAPUCAÍ	Minas Gerais	Santa Rita do Sapucaí	Minas Gerais	-22.272777778	-45.640000000	22°16'22.0S"	22.000000000	0.266666667	0.006111111	045°38'24.0W"	45.000000000	0.633333333	0.006666667	882	VFR	Sem Operação	16/34	1000	30	5700 Kg / 0.50 MPa	Terra						Cadastrado	24/12/2029	PA2019-3886	https://pergamum.anac.gov.br/arquivos/PA2019-3886.pdf
SNPU	MG0073	Paraguaçu	PARAGUAÇU	Minas Gerais	Paraguaçu	Minas Gerais	-21.561388889	-45.754722222	21°33'41.0S"	21.000000000	0.550000000	0.011388889	045°45'17.0W"	45.000000000	0.750000000	0.004722222	898	VFR		07/25	900	30	8/F/C/Y/U	Terra						Interditado	18/04/2027	PA2017-1296	https://pergamum.anac.gov.br/arquivos/PA2017-1296.pdf
SSAB	PR0024	Moisés Lupion	IBAITI	Paraná	Ibaiti	Paraná	-23.763055556	-50.259166667	23°45'47.0S"	23.000000000	0.750000000	0.013055556	050°15'33.0W"	50.000000000	0.250000000	0.009166667	600	VFR		05/23	1200	18	5700 Kg / 0.50 MPa	Asfalto						Cadastrado	17/08/2027	PA2017-2711	https://pergamum.anac.gov.br/arquivos/PA2017-2711.pdf
SDVE	SP0070	Vera Cruz	VERA CRUZ	São Paulo	Vera Cruz	São Paulo	-22.230277778	-49.816944444	22°13'49.0S"	22.000000000	0.216666667	0.013611111	049°49'01.0W"	49.000000000	0.816666667	0.000277778	640	VFR	Sem Operação	15/33	950	20	5600 Kg / 0.50 MPa	Asfalto						Cadastrado	17/04/2030	PA2020-1028	https://pergamum.anac.gov.br/arquivos/PA2020-1028.pdf
SNRZ	MG0049	Oliveira	OLIVEIRA	Minas Gerais	Oliveira	Minas Gerais	-20.714444444	-44.865277778	20°42'52.0S"	20.000000000	0.700000000	0.014444444	044°51'55.0W"	44.000000000	0.850000000	0.015277778	1015	VFR	VFR	03/21	1180	18	5700 Kg / 0.50 MPa	Asfalto						Cadastrado	16/09/2031	PA2020-2420	https://pergamum.anac.gov.br/arquivos/PA2020-2420.pdf
SDKJ	BA0025	Formosa do Rio Preto	FORMOSA DO RIO PRETO	Bahia	Formosa do Rio Preto	Bahia	-11.021111111	-45.187222222	11°01'16.0S"	11.000000000	0.016666667	0.004444444	045°11'14.0W"	45.000000000	0.183333333	0.003888889	511	VFR	Sem Operação	13/31	1320	18.5	10/F/B/Y/U	Asfalto						Cadastrado	29/10/2025	PA2015-2866	https://pergamum.anac.gov.br/arquivos/PA2015-2866.pdf
SSKZ	RS0009	Carazinho	CARAZINHO	Rio Grande do Sul	Carazinho	Rio Grande do Sul	-28.321388889	-52.815555556	28°19'17.0S"	28.000000000	0.316666667	0.004722222	052°48'56.0W"	52.000000000	0.800000000	0.015555556	565	VFR	VFR	11/29	1560	30	12/F/B/Y/T	Asfalto						Cadastrado	24/10/2028	PA2018-3261	https://pergamum.anac.gov.br/arquivos/PA2018-3261.pdf
SDTI	SP0073	Tupi Paulista	TUPI PAULISTA	São Paulo	Tupi Paulista	São Paulo	-21.393055556	-51.598888889	21°23'35.0S"	21.000000000	0.383333333	0.009722222	051°35'56.0W"	51.000000000	0.583333333	0.015555556	365	VFR	Sem Operação	06/24	750	23	5700 Kg / 0.50 MPa	Grama						Cadastrado	04/08/2030	PA2020-1925	https://pergamum.anac.gov.br/arquivos/PA2020-1925.pdf
SSFL	PI0006	João Pereira dos Santos Filho	FRONTEIRAS	Piauí	Fronteiras	Piauí	-7.100000000	-40.628333333	07°06'00.0S"	7.000000000	0.100000000	0.000000000	040°37'42.0W"	40.000000000	0.616666667	0.011666667	448	VFR	VFR	11/29	1500	25	7/F/A/Y/T	Asfalto						Interditado	17/05/2029	PA2019-1470	https://pergamum.anac.gov.br/arquivos/PA2019-1470.pdf
SNJP	MG0036	João Pinheiro	JOÃO PINHEIRO	Minas Gerais	João Pinheiro	Minas Gerais	-17.787500000	-46.120000000	17°47'15.0S"	17.000000000	0.783333333	0.004166667	046°07'12.0W"	46.000000000	0.116666667	0.003333333	911	VFR	Sem Operação	06/24	1300	23	5670 Kg / 0.50 MPa	Asfalto						Cadastrado		PD2000-0057	https://pergamum.anac.gov.br/arquivos/PD2000-0057.pdf
SSPS	PR0036	Dimorvan Carraro	PALMAS	Paraná	Palmas	Paraná	-26.472222222	-51.975555556	26°28'20.0S"	26.000000000	0.466666667	0.005555556	051°58'32.0W"	51.000000000	0.966666667	0.008888889	1100	VFR	Sem Operação	03/21	1050	23	19/F/C/Y/U	Asfalto						Cadastrado	13/04/2030	PA2020-0983	https://pergamum.anac.gov.br/arquivos/PA2020-0983.pdf
SNJN	MG0039	Januária	JANUÁRIA	Minas Gerais	Januária	Minas Gerais	-15.474722222	-44.386388889	15°28'29.0S"	15.000000000	0.466666667	0.008055556	044°23'11.0W"	44.000000000	0.383333333	0.003055556	480	VFR	Sem Operação	08/26	1200	30	10/F/B/Y/U	Asfalto						Cadastrado		PD1982-0206	https://pergamum.anac.gov.br/arquivos/PD1982-0206.pdf
SDBA	SP0063	Batatais	BATATAIS	São Paulo	Batatais	São Paulo	-20.876944444	-47.585833333	20°52'37.0S"	20.000000000	0.866666667	0.010277778	047°35'09.0W"	47.000000000	0.583333333	0.002500000	881	VFR	Sem Operação	13/31	720	30	5700 Kg / 0.50 MPa	Terra						Cadastrado	20/04/2028	PA2018-1240	https://pergamum.anac.gov.br/arquivos/PA2018-1240.pdf
SNTR	BA0036	Piritiba	PIRITIBA	Bahia	Piritiba	Bahia	-11.738055556	-40.569722222	11°44'17.0S"	11.000000000	0.733333333	0.004722222	040°34'11.0W"	40.000000000	0.566666667	0.003055556	585	VFR		10/28	1227	25	8/F/B/Y/U	Asfalto						Cadastrado	17/12/2025	PA2015-3336	https://pergamum.anac.gov.br/arquivos/PA2015-3336.pdf
SSOI	SP0043	Pederneiras	PEDERNEIRAS	São Paulo	Pederneiras	São Paulo	-22.306388889	-48.773888889	22°18'23.0S"	22.000000000	0.300000000	0.006388889	048°46'26.0W"	48.000000000	0.766666667	0.007222222	536	VFR	Sem Operação	15/33	1165	25	5600 Kg / 0.50 MPa	Terra						Cadastrado	04/06/2024	PA2014-1259	https://pergamum.anac.gov.br/arquivos/PA2014-1259.pdf
SNAG	MG0020	Araguari	ARAGUARI	Minas Gerais	Araguari	Minas Gerais	-18.668055556	-48.190277778	18°40'05.0S"	18.000000000	0.666666667	0.001388889	048°11'25.0W"	48.000000000	0.183333333	0.006944444	947	VFR	Sem Operação	05/23	1500	30	14/F/A/Y/T	Asfalto						Interditado			
SNBC	MA0006	Barra do Corda	BARRA DO CORDA	Maranhão	Barra do Corda	Maranhão	-5.502500000	-45.215833333	05°30'09.0S"	5.000000000	0.500000000	0.002500000	045°12'57.0W"	45.000000000	0.200000000	0.015833333	155	VFR	Sem Operação	08/26	1560	30	13/F/B/Y/U	Terra						Cadastrado		PD1971-0108	https://pergamum.anac.gov.br/arquivos/PD1971-0108.pdf
SBPV	RO0001	Governador Jorge Teixeira de Oliveira	PORTO VELHO	Rondônia	Porto Velho	Rondônia	-8.713611111	-63.902777778	08°42'49.0S"	8.000000000	0.700000000	0.013611111	063°54'10.0W"	63.000000000	0.900000000	0.002777778	88			18/36	2400	45	41/F/B/X/T	Asfalto						Cadastrado		PD1985-0091	https://pergamum.anac.gov.br/arquivos/PD1985-0091.pdf
SSCR	PR0016	Ruben Berta	MARECHAL CÂNDIDO RONDON	Paraná	Marechal Cândido Rondon	Paraná	-24.512777778	-54.053888889	24°30'46.0S"	24.000000000	0.500000000	0.012777778	054°03'14.0W"	54.000000000	0.050000000	0.003888889	525	VFR	Sem Operação	01/19	1400	30	10/F/C/Y/U	Asfalto						Cadastrado	02/08/2028	PA2018-2358	https://pergamum.anac.gov.br/arquivos/PA2018-2358.pdf
SDPY	SP0066	Pirassununga	PIRASSUNUNGA	São Paulo	Pirassununga	São Paulo	-22.027777778	-47.421666667	22°01'40.0S"	22.000000000	0.016666667	0.011111111	047°25'18.0W"	47.000000000	0.416666667	0.005000000	683	VFR	Sem Operação	02/20	860	30	8/F/C/Y/U	Terra						Cadastrado	23/06/2030	PA2020-1565	https://pergamum.anac.gov.br/arquivos/PA2020-1565.pdf
SDJC	SP0064	Jaboticabal	JABOTICABAL	São Paulo	Jaboticabal	São Paulo	-21.230833333	-48.285555556	21°13'51.0S"	21.000000000	0.216666667	0.014166667	048°17'08.0W"	48.000000000	0.283333333	0.002222222	625	VFR	Sem Operação	07/25	960	23	5600 Kg / 0.50 MPa	Terra						Cadastrado	13/06/2028	PA2018-1754	https://pergamum.anac.gov.br/arquivos/PA2018-1754.pdf
SDUN	RJ0008	Itaperuna	ITAPERUNA	Rio de Janeiro	Itaperuna	Rio de Janeiro	-21.219444444	-41.875555556	21°13'10.0S"	21.000000000	0.216666667	0.002777778	041°52'32.0W"	41.000000000	0.866666667	0.008888889	125	VFR	Sem Operação	06/24	1200	30	8/F/C/Y/U	Grama						Cadastrado		PD1998-0052	https://pergamum.anac.gov.br/arquivos/PD1998-0052.pdf
SNQU	BA0032	Mucugê	MUCUGÊ	Bahia	Mucugê	Bahia	-13.031666667	-41.444444444	13°01'54.0S"	13.000000000	0.016666667	0.015000000	041°26'40.0W"	41.000000000	0.433333333	0.011111111	1056	VFR		07/25	1300	19	6/F/C/Z/U	Asfalto						Interditado	17/12/2025	PA2015-3333	https://pergamum.anac.gov.br/arquivos/PA2015-3333.pdf
SBLP	BA0037	Bom Jesus da Lapa	BOM JESUS DA LAPA	Bahia	Bom Jesus da Lapa	Bahia	-13.261388889	-43.407500000	13°15'41.0S"	13.000000000	0.250000000	0.011388889	043°24'27.0W"	43.000000000	0.400000000	0.007500000	443			18/36	1211	30	9/F/C/Y/U	Asfalto						Cadastrado			
SDFD	SP0054	Coronel Aviador Carlos Orleans Guimarães	FERNANDÓPOLIS	São Paulo	Fernandópolis	São Paulo	-20.276666667	-50.213888889	20°16'36.0S"	20.000000000	0.266666667	0.010000000	050°12'50.0W"	50.000000000	0.200000000	0.013888889	500	VFR	Sem Operação	08/26	1000	25	16/F/A/X/T	Asfalto						Cadastrado	02/05/2028	PA2018-1338	https://pergamum.anac.gov.br/arquivos/PA2018-1338.pdf
SNUB	MG0058	Ubá	UBÁ	Minas Gerais	Ubá	Minas Gerais	-21.122500000	-42.882222222	21°07'21.0S"	21.000000000	0.116666667	0.005833333	042°52'56.0W"	42.000000000	0.866666667	0.015555556	340	VFR	Sem Operação	16/34	1080	30	8/F/C/Y/U	Asfalto						Cadastrado		PD1983-0189	https://pergamum.anac.gov.br/arquivos/PD1983-0189.pdf
SDNM	MT0047	Brigadeiro Eduardo Gomes	NOVA MUTUM	Mato Grosso	Nova Mutum	Mato Grosso	-13.821111111	-56.038611111	13°49'16.0S"	13.000000000	0.816666667	0.004444444	056°02'19.0W"	56.000000000	0.033333333	0.005277778	430	VFR	Sem Operação	05/23	1541	24	18/F/B/Y/U	Asfalto						Cadastrado	01/10/2029	PA2019-3023	https://pergamum.anac.gov.br/arquivos/PA2019-3023.pdf
SSMT	RS0044	Mostardas	MOSTARDAS	Rio Grande do Sul	Mostardas	Rio Grande do Sul	-31.104166667	-50.912222222	31°06'15.0S"	31.000000000	0.100000000	0.004166667	050°54'44.0W"	50.000000000	0.900000000	0.012222222	18	VFR	Sem Operação	05/23	975	18	5700 Kg / 5.00 MPa	Asfalto						Interditado		PD1971-0009	https://pergamum.anac.gov.br/arquivos/PD1971-0009.pdf
SNYB	MG0047	Tito Teixeira	ITUIUTABA	Minas Gerais	Ituiutaba	Minas Gerais	-19.001944444	-49.487222222	19°00'07.0S"	19.000000000	0.000000000	0.001944444	049°29'14.0W"	49.000000000	0.483333333	0.003888889	605	VFR	Sem Operação	03/21	1200	30	8/F/B/X/U	Asfalto						Cadastrado			
SBTU	PA0007	Tucuruí	TUCURUÍ	Pará	Tucuruí	Pará	-3.776944444	-49.719722222	03°46'37.0S"	3.000000000	0.766666667	0.010277778	049°43'11.0W"	49.000000000	0.716666667	0.003055556	253	VFR / IFR Não Precisão	VFR / IFR Não Precisão	02/20	2000	45	33/F/C/X/U	Asfalto						Cadastrado	22/07/2026	PA2016-1885	https://pergamum.anac.gov.br/arquivos/PA2016-1885.pdf
SBUR	MG0009	Mario de Almeida Franco	UBERABA	Minas Gerais	Uberaba	Minas Gerais	-19.764722222	-47.966111111	19°45'53.0S"	19.000000000	0.750000000	0.014722222	047°57'58.0W"	47.000000000	0.950000000	0.016111111	809	VFR / IFR Não Precisão	VFR / IFR Não Precisão	17/35	1759	45	32/F/A/X/T	Asfalto						Cadastrado	29/06/2025	PA2015-1597	https://pergamum.anac.gov.br/arquivos/PA2015-1597.pdf
SNFE	MG0012	Comandante Paschoal Patrocínio Filho	ALFENAS	Minas Gerais	Alfenas	Minas Gerais	-21.431666667	-45.933055556	21°25'54.0S"	21.000000000	0.416666667	0.015000000	045°55'59.0W"	45.000000000	0.916666667	0.016388889	875	VFR	VFR	04/22	1600	30	8/F/C/Y/U	Asfalto						Cadastrado		PD1998-0177E	https://pergamum.anac.gov.br/arquivos/PD1998-0177E.pdf
SSUV	PR0034	José Cleto	UNIÃO DA VITÓRIA	Paraná	União da Vitória	Paraná	-26.231666667	-51.068888889	26°13'54.0S"	26.000000000	0.216666667	0.015000000	051°04'08.0W"	51.000000000	0.066666667	0.002222222	752	VFR	Sem Operação	16/34	1000	30	14/F/C/Y/U	Asfalto						Cadastrado		PD1980-0014	https://pergamum.anac.gov.br/arquivos/PD1980-0014.pdf
SDGC	SP0055	Garça	GARÇA	São Paulo	Garça	São Paulo	-22.183611111	-49.656111111	22°11'01.0S"	22.000000000	0.183333333	0.000277778	049°39'22.0W"	49.000000000	0.650000000	0.006111111	664	VFR	Sem Operação	01/19	1000	30	8/F/C/Y/U	Terra						Cadastrado	17/04/2030	PA2020-1027	https://pergamum.anac.gov.br/arquivos/PA2020-1027.pdf
SWTP	AM0022	Santa Izabel do Rio Negro	SANTA ISABEL DO RIO NEGRO	Amazonas	Santa Isabel do Rio Negro	Amazonas	-0.416944444	-65.033888889	00°25'01.0S"	0.000000000	0.416666667	0.000277778	065°02'02.0W"	65.000000000	0.033333333	0.000555556	68	VFR	Sem Operação	09/27	1200	30	8/F/C/Y/U	Asfalto						Cadastrado	05/10/2021	PA2011-1908	https://pergamum.anac.gov.br/arquivos/PA2011-1908.pdf
SDAA	SP0045	Araras	ARARAS	São Paulo	Araras	São Paulo	-22.336944444	-47.358333333	22°20'13.0S"	22.000000000	0.333333333	0.003611111	047°21'30.0W"	47.000000000	0.350000000	0.008333333	685	VFR	Sem Operação	12/30	1150	30	6/F/C/Y/U	Asfalto						Cadastrado		PD1995-0593	https://pergamum.anac.gov.br/arquivos/PD1995-0593.pdf
SNQX	CE0010	Quixadá	QUIXADÁ	Ceará	Quixadá	Ceará	-4.978888889	-38.987777778	04°58'44.0S"	4.000000000	0.966666667	0.012222222	038°59'16.0W"	38.000000000	0.983333333	0.004444444	225	VFR	Sem Operação	14/32	1200	30	17/F/A/X/T	Asfalto						Cadastrado	23/04/2030	PA2020-1076	https://pergamum.anac.gov.br/arquivos/PA2020-1076.pdf
SDUQ	SP0042	Paraguaçu Paulista	PARAGUAÇU PAULISTA	São Paulo	Paraguaçu Paulista	São Paulo	-22.426944444	-50.606944444	22°25'37.0S"	22.000000000	0.416666667	0.010277778	050°36'25.0W"	50.000000000	0.600000000	0.006944444	476	VFR	Sem Operação	05/23	1199	30	5600 Kg / 0.50 MPa	Terra						Interditado	22/02/2021	PA2011-0330	https://pergamum.anac.gov.br/arquivos/PA2011-0330.pdf
SDRR	SP0028	Avaré-Arandu	AVARÉ	São Paulo	Avaré	São Paulo	-23.093055556	-48.984166667	23°05'35.0S"	23.000000000	0.083333333	0.009722222	048°59'03.0W"	48.000000000	0.983333333	0.000833333	810	VFR	VFR	15/33	1480	30	26/F/A/X/T	Asfalto						Cadastrado		PA2015-2649	https://pergamum.anac.gov.br/arquivos/PA2015-2649.pdf
SSBL	SC0019	Blumenau	BLUMENAU	Santa Catarina	Blumenau	Santa Catarina	-26.832777778	-49.093611111	26°49'58.0S"	26.000000000	0.816666667	0.016111111	049°05'37.0W"	49.000000000	0.083333333	0.010277778	18	VFR	Sem Operação	18/36	1080	30	17/F/C/Y/U	Asfalto						Cadastrado	30/07/2028	PA2018-2330	https://pergamum.anac.gov.br/arquivos/PA2018-2330.pdf
SBCN	GO0003	Nelson Rodrigues Guimarães	CALDAS NOVAS	Goiás	Caldas Novas	Goiás	-17.724722222	-48.610000000	17°43'29.0S"	17.000000000	0.716666667	0.008055556	048°36'36.0W"	48.000000000	0.600000000	0.010000000	685	VFR / IFR Não Precisão	VFR / IFR Não Precisão	09/27	2100	30	35/F/A/X/T	Asfalto						Cadastrado		PA2007-1408	https://pergamum.anac.gov.br/arquivos/PA2007-1408.pdf
SNBS	MA0010	Balsas	BALSAS	Maranhão	Balsas	Maranhão	-7.525277778	-46.053333333	07°31'31.0S"	7.000000000	0.516666667	0.008611111	046°03'12.0W"	46.000000000	0.050000000	0.003333333	284	VFR		15/33	1000	23	14/F/B/Y/U	Asfalto						Cadastrado	01/09/2025	PA2015-2308	https://pergamum.anac.gov.br/arquivos/PA2015-2308.pdf
SWNK	AM0011	Novo Campo	BOCA DO ACRE	Amazonas	Boca do Acre	Amazonas	-8.833611111	-67.312222222	08°50'01.0S"	8.000000000	0.833333333	0.000277778	067°18'44.0W"	67.000000000	0.300000000	0.012222222	120	VFR	Sem Operação	18/36	1600	33	19/F/C/Y/U	Asfalto						Cadastrado		PD1996-0085	https://pergamum.anac.gov.br/arquivos/PD1996-0085.pdf
