Código OACI;CIAD;Nome;Município;UF;Município Servido;UF Servido;Latitude;Longitude;LatitudeRaiz;LongitudeRaiz;Altitude;Operação Diurna;Operação Noturna;Designação 1;Comprimento 1;Largura 1;Resistência 1;Superfície 1;Designação 2;Comprimento 2;Largura 2;Resistência 2;Superfície 2;Situação;Validade do Registro;Portaria de Registro;Link Portaria
SBRB;AC0001;Plácido de Castro;RIO BRANCO;Acre;Rio Branco;Acre;-9868333333;-67898055556;"09°52'06.0S""";"067°53'53.0W""";193;VFR / IFR - CAT I;VFR / IFR - CAT I;06/24;2158;45;78/F/D/X/T;Asfalto;;;;;;Cadastrado;23/08/2028;PA2018-2577;https://pergamum.anac.gov.br/arquivos/PA2018-2577.pdf
SNGA;ES0007;Guarapari;GUARAPARI;Espírito Santo;Guarapari;Espírito Santo;-20646388889;-40491666667;"20°38'47.0S""";"040°29'30.0W""";9;VFR;VFR;06/24;940;30;13/F/C/X/T;Asfalto;;;;;;Cadastrado;06/11/2027;PA2017-3632;https://pergamum.anac.gov.br/arquivos/PA2017-3632.pdf
SBIZ;MA0002;Prefeito Renato Moreira;IMPERATRIZ;Maranhão;Imperatriz;Maranhão;-5530555556;-47458333333;"05°31'50.0S""";"047°27'30.0W""";131;VFR / IFR Não Precisão;VFR / IFR Não Precisão;07/25;1798;45;50/F/A/X/T;Asfalto;;;;;;Cadastrado;24/07/2028;PA2018-2252;https://pergamum.anac.gov.br/arquivos/PA2018-2252.pdf
SBPC;MG0018;Embaixador Walther Moreira Salles;POÇOS DE CALDAS;Minas Gerais;Poços de Caldas;Minas Gerais;-21837777778;-46566111111;"21°50'16.0S""";"046°33'58.0W""";1261;VFR / IFR Não Precisão;Sem Operação;09/27;1515;30;14/F/C/Y/U;Asfalto;;;;;;Cadastrado;20/02/2029;PA2019-0534;https://pergamum.anac.gov.br/arquivos/PA2019-0534.pdf
SSCD;MS0007;Chapadão do Sul;CHAPADÃO DO SUL;Mato Grosso do Sul;Chapadão do Sul;Mato Grosso do Sul;-18839166667;-52488055556;"18°50'21.0S""";"052°29'17.0W""";817;VFR;VFR;05/23;2000;30;30/F/C/X/T;Asfalto;;;;;;Cadastrado;01/10/2028;PA2018-2968;https://pergamum.anac.gov.br/arquivos/PA2018-2968.pdf
SBBE;PA0001;Aeroporto Internacional de Bélem;BELÉM;Pará;Belém;Pará;-1384722222;-48478888889;"01°23'05.0S""";"048°28'44.0W""";17;VFR / IFR - CAT I;VFR / IFR - CAT I;02/20;1830;45;50/F/A/X/T;Asfalto;06/24;2800;45;65/F/A/X/T;Asfalto;Cadastrado;;;
SBJP;PB0001;Internacional Presidente Castro Pinto;BAYEUX;Paraíba;João Pessoa;Paraíba;-7148333333;-34950277778;"07°08'54.0S""";"034°57'01.0W""";66;VFR / IFR Não Precisão;VFR / IFR Não Precisão;16/34;2515;45;52/F/B/X/T;Asfalto;;;;;;Cadastrado;22/05/2025;PA2015-1203;https://pergamum.anac.gov.br/arquivos/PA2015-1203.pdf
SBKG;PB0003;Presidente João Suassuna;CAMPINA GRANDE;Paraíba;Campina Grande;Paraíba;-7269166667;-35895000000;"07°16'09.0S""";"035°53'42.0W""";502;VFR / IFR Não Precisão;VFR / IFR Não Precisão;15/33;1600;42;50/F/A/X/T;Asfalto;;;;;;Cadastrado;15/03/2026;PA2016-0575;https://pergamum.anac.gov.br/arquivos/PA2016-0575.pdf
SBMG;PR0004;Silvio Name Júnior;MARINGÁ;Paraná;Maringá;Paraná;-23479444444;-52012222222;"23°28'46.0S""";"052°00'44.0W""";549;VFR / IFR Não Precisão;VFR / IFR Não Precisão;10/28;2100;45;45/F/A/X/T;Asfalto;;;;;;Cadastrado;25/01/2031;PA2020-4088;https://pergamum.anac.gov.br/arquivos/PA2020-4088.pdf
SBCA;PR0005;Coronel Adalberto Mendes da Silva;CASCAVEL;Paraná;Cascavel;Paraná;-25002222222;-53501944444;"25°00'08.0S""";"053°30'07.0W""";759;VFR / IFR Não Precisão;VFR / IFR Não Precisão;15/33;1615;30;48/F/B/X/T;Asfalto;;;;;;Cadastrado;20/11/2025;PA2015-3092;https://pergamum.anac.gov.br/arquivos/PA2015-3092.pdf
SSNG;RS0046;Montenegro;MONTENEGRO;Rio Grande do Sul;Montenegro;Rio Grande do Sul;-29719722222;-51488888889;"29°43'11.0S""";"051°29'20.0W""";24;VFR;Sem Operação;13/31;920;23;5700 Kg / 0.50 MPa;Grama;;;;;;Cadastrado;13/07/2026;PA2016-1774;https://pergamum.anac.gov.br/arquivos/PA2016-1774.pdf
SBAE;SP0010;Aeroporto Estadual de Bauru-Arealva;AREALVA;São Paulo;Bauru;São Paulo;-22157777778;-49068333333;"22°09'28.0S""";"049°04'06.0W""";594;VFR / IFR Não Precisão;VFR / IFR Não Precisão;17/35;2010;45;42/F/A/X/T;Asfalto;;;;;;Cadastrado;04/04/2023;PA2013-0888;https://pergamum.anac.gov.br/arquivos/PA2013-0888.pdf
SIMK;SP0011;Tenente Lund Pressoto;FRANCA;São Paulo;Franca;São Paulo;-20590277778;-47382500000;"20°35'25.0S""";"047°22'57.0W""";1003;VFR;VFR;05/23;2000;30;26/F/B/X/T;Asfalto;;;;;;Cadastrado;08/01/2026;PA2016-0034;https://pergamum.anac.gov.br/arquivos/PA2016-0034.pdf
SBML;SP0014;Frank Miloye Milenkovich;MARÍLIA;São Paulo;Marília;São Paulo;-22195555556;-49926944444;"22°11'44.0S""";"049°55'37.0W""";650;VFR / IFR Não Precisão;VFR / IFR Não Precisão;03/21;1700;35;35/F/B/X/T;Asfalto;;;;;;Cadastrado;10/05/2027;PA2017-1580;https://pergamum.anac.gov.br/arquivos/PA2017-1580.pdf
SNWC;CE0011;Camocim;CAMOCIM;Ceará;Camocim;Ceará;-2895833333;-40858888889;"02°53'45.0S""";"040°51'32.0W""";14;VFR;VFR;14/32;1200;30;14/F/B/Y/U;Asfalto;;;;;;Interditado;07/05/2030;PA2020-1190;https://pergamum.anac.gov.br/arquivos/PA2020-1190.pdf
SSKM;PR0017;Campo Mourão;CAMPO MOURÃO;Paraná;Campo Mourão;Paraná;-24002500000;-52356944444;"24°00'09.0S""";"052°21'25.0W""";574;VFR;VFR;02/20;1370;30;14/F/C/Y/U;Asfalto;;;;;;Cadastrado;04/03/2030;PA2020-0578;https://pergamum.anac.gov.br/arquivos/PA2020-0578.pdf
SWNS;GO0004;Anápolis;ANÁPOLIS;Goiás;Anápolis;Goiás;-16362500000;-48928055556;"16°21'45.0S""";"048°55'41.0W""";1112;VFR;VFR;07/25;1218;45;30/F/C/X/U;Asfalto;;;;;;Cadastrado;16/04/2030;PA2020-1010;https://pergamum.anac.gov.br/arquivos/PA2020-1010.pdf
SNGX;MG0023;Guaxupé;GUAXUPÉ;Minas Gerais;Guaxupé;Minas Gerais;-21326666667;-46730277778;"21°19'36.0S""";"046°43'49.0W""";849;VFR;VFR;12/30;1500;30;19/F/A/Y/T;Asfalto;;;;;;Cadastrado;23/06/2030;PA2020-1564;https://pergamum.anac.gov.br/arquivos/PA2020-1564.pdf
SBGL;RJ0001;Galeão - Antônio Carlos Jobim;RIO DE JANEIRO;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;-22810000000;-43250555556;"22°48'36.0S""";"043°15'02.0W""";9;VFR / IFR - CAT II;VFR / IFR - CAT II;15/33;3180;47;73/F/B/X/T;Asfalto;10/28;4000;45;78/R/A/W/T;Concreto;Cadastrado;11/07/2022;PA2012-1398;https://pergamum.anac.gov.br/arquivos/PA2012-1398.pdf
SBCF;MG0001;Tancredo Neves;CONFINS;Minas Gerais;Belo Horizonte;Minas Gerais;-19624444444;-43971944444;"19°37'28.0S""";"043°58'19.0W""";827;;;16/34;3600;45;75/F/B/W/T;Asfalto;;;;;;Cadastrado;13/08/2028;PA2018-2457;https://pergamum.anac.gov.br/arquivos/PA2018-2457.pdf
SNIC;BA0019;Irecê;IRECÊ;Bahia;Irecê;Bahia;-11340000000;-41846944444;"11°20'24.0S""";"041°50'49.0W""";784;VFR;VFR;11/29;1400;30;5700 Kg / 0.50 MPa;Asfalto;;;;;;Cadastrado;20/05/2030;PA2020-1299;https://pergamum.anac.gov.br/arquivos/PA2020-1299.pdf
SNKI;ES0006;Aeródromo de Cachoeiro do Itapemirim;CACHOEIRO DE ITAPEMIRIM;Espírito Santo;Cachoeiro de Itapemirim;Espírito Santo;-20835277778;-41186388889;"20°50'07.0S""";"041°11'11.0W""";78;VFR;VFR;06/24;1200;30;14/F/C/Y/T;Asfalto;;;;;;Cadastrado;19/06/2025;PA2015-1473;https://pergamum.anac.gov.br/arquivos/PA2015-1473.pdf
SBDB;MS0004;Aeródromo Público de Bonito;BONITO;Mato Grosso do Sul;Bonito;Mato Grosso do Sul;-21247222222;-56452500000;"21°14'50.0S""";"056°27'09.0W""";334;VFR;VFR;18/36;2000;30;48/F/A/X/T;Asfalto;;;;;;Cadastrado;13/05/2025;PA2015-1122;https://pergamum.anac.gov.br/arquivos/PA2015-1122.pdf
SBPP;MS0005;Ponta Porã - Internacional;PONTA PORÃ;Mato Grosso do Sul;Ponta Porã;Mato Grosso do Sul;-22549722222;-55703055556;"22°32'59.0S""";"055°42'11.0W""";657;VFR / IFR Não Precisão;IFR Não Precisão;04/22;2000;45;31/F/A/X/T;Asfalto;;;;;;Cadastrado;10/05/2023;PA2013-1185;https://pergamum.anac.gov.br/arquivos/PA2013-1185.pdf
SNTS;PB0005;Patos;PATOS;Paraíba;Patos;Paraíba;-7037777778;-37257500000;"07°02'16.0S""";"037°15'27.0W""";265;VFR;VFR;12/30;1600;30;6/F/C/Y/U;Asfalto;;;;;;Cadastrado;23/04/2030;PA2020-1080;https://pergamum.anac.gov.br/arquivos/PA2020-1080.pdf
SBCX;RS0007;Hugo Cantergiani;CAXIAS DO SUL;Rio Grande do Sul;Caxias do Sul;Rio Grande do Sul;-29195555556;-51189722222;"29°11'44.0S""";"051°11'23.0W""";754;VFR / IFR Não Precisão;VFR / IFR Não Precisão;15/33;1670;30;45/F/A/X/T;Asfalto;;;;;;Cadastrado;07/11/2027;PA2017-3509;https://pergamum.anac.gov.br/arquivos/PA2017-3509.pdf
SBBG;RS0010;Comandante Gustavo Kraemer;BAGÉ;Rio Grande do Sul;Bagé;Rio Grande do Sul;-31390833333;-54109722222;"31°23'27.0S""";"054°06'35.0W""";186;VFR / IFR Não Precisão;VFR / IFR Não Precisão;14/32;1149;45;5700 Kg / 0.62 MPa;Grama;06/24;1500;30;18/R/A/Y/T;Concreto;Cadastrado;09/08/2028;PA2018-2459;https://pergamum.anac.gov.br/arquivos/PA2018-2459.pdf
SSCN;RS0019;Canela;CANELA;Rio Grande do Sul;Canela;Rio Grande do Sul;-29370555556;-50832222222;"29°22'14.0S""";"050°49'56.0W""";837;VFR;VFR;06/24;1260;18;21/F/B/Y/T;Asfalto;;;;;;Cadastrado;09/09/2029;PA2019-2752;https://pergamum.anac.gov.br/arquivos/PA2019-2752.pdf
SSIM;SC0009;Forquilhinha-Criciúma;FORQUILHINHA;Santa Catarina;Forquilhinha;Santa Catarina;-28724444444;-49421111111;"28°43'28.0S""";"049°25'16.0W""";28;VFR / IFR Não Precisão;VFR / IFR Não Precisão;09/27;1488;30;22/F/C/X/U;Asfalto;;;;;;Cadastrado;20/05/2029;PA2019-1479;https://pergamum.anac.gov.br/arquivos/PA2019-1479.pdf
SDDN;SP0020;Paulino Ribeiro de Andrade;ANDRADINA;São Paulo;Andradina;São Paulo;-20892500000;-51383888889;"20°53'33.0S""";"051°23'02.0W""";380;VFR;VFR;11/29;1500;30;12/F/B/Y/T;Asfalto;;;;;;Cadastrado;23/11/2025;PA2015-3120;https://pergamum.anac.gov.br/arquivos/PA2015-3120.pdf
SDPW;SP0041;Pedro Morganti;PIRACICABA;São Paulo;Piracicaba;São Paulo;-22710555556;-47619444444;"22°42'38.0S""";"047°37'10.0W""";584;VFR;VFR;17/35;1200;30;21/F/A/X/T;Asfalto;;;;;;Cadastrado;02/08/2028;PA2018-2356;https://pergamum.anac.gov.br/arquivos/PA2018-2356.pdf
SSKU;SC0016;Lauro Antônio da Costa;CURITIBANOS;Santa Catarina;Curitibanos;Santa Catarina;-27287222222;-50603888889;"27°17'14.0S""";"050°36'14.0W""";978;VFR;VFR;11/29;1400;30;22/F/A/Y/T;Asfalto;;;;;;Cadastrado;20/05/2030;PA2020-1296;https://pergamum.anac.gov.br/arquivos/PA2020-1296.pdf
SSAP;PR0014;Capitão João Busse;APUCARANA;Paraná;Apucarana;Paraná;-23612222222;-51385000000;"23°36'44.0S""";"051°23'06.0W""";800;VFR;VFR;10/28;1400;30;9/F/C/Y/U;Asfalto;;;;;;Cadastrado;07/05/2030;PA2020-1193;https://pergamum.anac.gov.br/arquivos/PA2020-1193.pdf
SBPA;RS0001;Salgado Filho;PORTO ALEGRE;Rio Grande do Sul;Porto Alegre;Rio Grande do Sul;-29994722222;-51171111111;"29°59'41.0S""";"051°10'16.0W""";4;VFR / IFR - CAT II;VFR / IFR - CAT II;11/29;2280;45;74/F/A/X/T;Asfalto;;;;;;Cadastrado;23/06/2024;PA2014-1446;https://pergamum.anac.gov.br/arquivos/PA2014-1446.pdf
SBNM;RS0008;Santo Ângelo;SANTO ÂNGELO;Rio Grande do Sul;Santo Ângelo;Rio Grande do Sul;-28281666667;-54168333333;"28°16'54.0S""";"054°10'06.0W""";322;VFR / IFR Não Precisão;VFR / IFR Não Precisão;12/30;1625;30;35/F/A/X/T;Asfalto;;;;;;Cadastrado;20/02/2027;PA2019-3072;https://pergamum.anac.gov.br/arquivos/PA2019-3072.pdf
SNAL;AL0003;Arapiraca;ARAPIRACA;Alagoas;Arapiraca;Alagoas;-9776388889;-36630555556;"09°46'35.0S""";"036°37'50.0W""";270;VFR;VFR;10/28;930;18;13/F/B/Y/T;Asfalto;;;;;;Cadastrado;23/04/2030;PA2020-1073;https://pergamum.anac.gov.br/arquivos/PA2020-1073.pdf
SWPZ;GO0010;Ouriçanga de Abreu;POSSE;Goiás;Posse;Goiás;-14118055556;-46345277778;"14°07'05.0S""";"046°20'43.0W""";841;VFR;VFR;10/28;1500;25;18/F/B/Y/T;Asfalto;;;;;;Cadastrado;12/08/2030;PA2020-1994;https://pergamum.anac.gov.br/arquivos/PA2020-1994.pdf
SBSV;BA0001;Deputado Luis Eduardo Magalhães-Intl;SALVADOR;Bahia;Salvador;Bahia;-12908611111;-38322500000;"12°54'31.0S""";"038°19'21.0W""";20;VFR / IFR - CAT I;VFR / IFR - CAT I;10/28;3003;45;104/F/B/X/T;Asfalto;17/35;1518;45;41/F/B/X/T;Asfalto;Cadastrado;04/06/2024;PA2014-1258;https://pergamum.anac.gov.br/arquivos/PA2014-1258.pdf
SBJH;SP1176;São Paulo Catarina Aeroporto Executivo;SÃO ROQUE;São Paulo;São Roque;São Paulo;-23426944444;-47165833333;"23°25'37.0S""";"047°09'57.0W""";777;VFR / IFR Não Precisão;VFR / IFR Não Precisão;12/30;2470;33;30/F/B/X/T;Asfalto;;;;;;Cadastrado;02/12/2029;PA2019-3689;https://pergamum.anac.gov.br/arquivos/PA2019-3689.pdf
SBSO;MT0005;Regional de Sorriso Adolino Bedin;SORRISO;Mato Grosso;Sorriso;Mato Grosso;-12472777778;-55668888889;"12°28'22.0S""";"055°40'08.0W""";386;VFR / IFR Não Precisão;VFR / IFR Não Precisão;05/23;1700;30;26/F/A/Y/T;Asfalto;;;;;;Cadastrado;05/08/2025;PA2016-0745;https://pergamum.anac.gov.br/arquivos/PA2016-0745.pdf
SBGR;SP0002;Guarulhos - Governador André Franco Montoro;GUARULHOS;São Paulo;Guarulhos;São Paulo;-23435555556;-46473055556;"23°26'08.0S""";"046°28'23.0W""";750;VFR / IFR - CAT III A;VFR / IFR - CAT III A;09L/27R;3700;45;77/F/B/W/T;Asfalto;09R/27L;3000;45;77/F/B/W/T;Asfalto;Cadastrado;;;
SNBR;BA0011;Barreiras;BARREIRAS;Bahia;Barreiras;Bahia;-12079166667;-45009444444;"12°04'45.0S""";"045°00'34.0W""";748;VFR;VFR;08/26;1600;30;35/F/A/X/T;Asfalto;;;;;;Cadastrado;17/09/2024;PA2014-2208;https://pergamum.anac.gov.br/arquivos/PA2014-2208.pdf
SNTF;BA0016;Teixeira de Freitas;TEIXEIRA DE FREITAS;Bahia;Teixeira de Freitas;Bahia;-17524444444;-39668333333;"17°31'28.0S""";"039°40'06.0W""";105;VFR;VFR;11/29;1460;30;31/F/A/X/T;Asfalto;;;;;;Cadastrado;12/08/2024;PA2014-1877;https://pergamum.anac.gov.br/arquivos/PA2014-1877.pdf
SBAC;CE0004;Aeroporto Regional de Acarati;ARACATI;Ceará;Aracati;Ceará;-4568611111;-37804722222;"04°34'07.0S""";"037°48'17.0W""";36;VFR / IFR Não Precisão;VFR / IFR Não Precisão;09/27;1800;30;36/F/A/X/U;Asfalto;;;;;;Cadastrado;23/06/2024;PA2018-1227;https://pergamum.anac.gov.br/arquivos/PA2018-1227.pdf
SBVT;ES0001;Eurico de Aguiar Salles;VITÓRIA;Espírito Santo;Vitória;Espírito Santo;-20258055556;-40286388889;"20°15'29.0S""";"040°17'11.0W""";3;VFR / IFR - CAT I;VFR / IFR - CAT I;02/20;2058;45;86/F/B/X/T;Asfalto;06/24;1750;45;45/F/B/X/T;Asfalto;Cadastrado;;PA2014-1002;https://pergamum.anac.gov.br/arquivos/PA2014-1002.pdf
SBSL;MA0001;Marechal Cunha Machado Internacional;SÃO LUÍS;Maranhão;São Luís;Maranhão;-2586944444;-44236111111;"02°35'13.0S""";"044°14'10.0W""";54;VFR / IFR - CAT I;VFR / IFR - CAT I;06/24;2385;45;52/F/B/X/T;Asfalto;09/27;1464;45;39/F/B/X/T;Asfalto;Cadastrado;21/08/2025;PA2015-2239;https://pergamum.anac.gov.br/arquivos/PA2015-2239.pdf
SBZM;MG0006;Presidente Itamar Franco;GOIANÁ;Minas Gerais;Goianá;Minas Gerais;-21513055556;-43173055556;"21°30'47.0S""";"043°10'23.0W""";412;VFR / IFR Não Precisão;IFR Não Precisão;08/26;2525;45;66/F/B/X/T;Asfalto;;;;;;Cadastrado;21/09/2021;PA2017-2564;https://pergamum.anac.gov.br/arquivos/PA2017-2564.pdf
SBAT;MT0003;Aeroporto Piloto Osvaldo Marques Dias;ALTA FLORESTA;Mato Grosso;Alta Floresta;Mato Grosso;-9866388889;-56105000000;"09°51'59.0S""";"056°06'18.0W""";289;VFR / IFR Não Precisão;VFR / IFR Não Precisão;04/22;2500;30;29/F/C/X/U;Asfalto;;;;;;Cadastrado;31/01/2021;PA2011-0162;https://pergamum.anac.gov.br/arquivos/PA2011-0162.pdf
SBTD;PR0008;Luiz Dalcanale Filho;TOLEDO;Paraná;Toledo;Paraná;-24685277778;-53696388889;"24°41'07.0S""";"053°41'47.0W""";562;VFR / IFR Não Precisão;VFR / IFR Não Precisão;02/20;1670;30;33/F/C/X/U;Asfalto;;;;;;Cadastrado;05/12/2028;PA2018-3681;https://pergamum.anac.gov.br/arquivos/PA2018-3681.pdf
SWPM;RO0009;Pimenta Bueno;PIMENTA BUENO;Rondônia;Pimenta Bueno;Rondônia;-11641666667;-61181111111;"11°38'30.0S""";"061°10'52.0W""";208;VFR;VFR;04/22;1300;20;12/F/C/Y/U;Asfalto;;;;;;Cadastrado;25/09/2024;PA2014-2262;https://pergamum.anac.gov.br/arquivos/PA2014-2262.pdf
SNAX;SP0016;Marcelo Pires Halzhausen;ASSIS;São Paulo;Assis;São Paulo;-22640000000;-50453055556;"22°38'24.0S""";"050°27'11.0W""";564;VFR;VFR;12/30;1689;30;25/F/C/Y/U;Asfalto;;;;;;Cadastrado;02/03/2026;PA2016-0460;https://pergamum.anac.gov.br/arquivos/PA2016-0460.pdf
SBBU;SP0017;Bauru;BAURU;São Paulo;Bauru;São Paulo;-22343611111;-49053888889;"22°20'37.0S""";"049°03'14.0W""";617;VFR / IFR Não Precisão;VFR / IFR Não Precisão;14/32;1501;35;13/F/A/X/T;Asfalto;;;;;;Cadastrado;13/12/2027;PA2017-3676;https://pergamum.anac.gov.br/arquivos/PA2017-3676.pdf
SDDR;SP0021;Dracena;DRACENA;São Paulo;Dracena;São Paulo;-21460555556;-51606944444;"21°27'38.0S""";"051°36'25.0W""";372;VFR;VFR;09/27;1500;30;14/F/A/X/T;Asfalto;;;;;;Cadastrado;11/04/2024;PA2014-0904;https://pergamum.anac.gov.br/arquivos/PA2014-0904.pdf
SBJD;SP0031;Comandante Rolim Adolfo Amaro;JUNDIAÍ;São Paulo;Jundiaí;São Paulo;-23181666667;-46943611111;"23°10'54.0S""";"046°56'37.0W""";753;VFR / IFR Não Precisão;VFR / IFR Não Precisão;18/36;1400;30;21/F/A/X/T;Asfalto;;;;;;Cadastrado;14/12/2028;PA2018-3807;https://pergamum.anac.gov.br/arquivos/PA2018-3807.pdf
SNFU;MG0063;Frutal;FRUTAL;Minas Gerais;Frutal;Minas Gerais;-20004722222;-48958888889;"20°00'17.0S""";"048°57'32.0W""";549;VFR;Sem Operação;07/25;1320;30;15/F/C/Y/T;Asfalto;;;;;;Cadastrado;12/03/2030;PA2020-0681;https://pergamum.anac.gov.br/arquivos/PA2020-0681.pdf
SBCZ;AC0002;Cruzeiro do Sul / Cruzeiro do Sul - Internacional;CRUZEIRO DO SUL;Acre;Cruzeiro do Sul;Acre;-7599444444;-72769444444;"07°35'58.0S""";"072°46'10.0W""";194;VFR / IFR Não Precisão;VFR / IFR Não Precisão;10/28;2400;45;32/F/A/X/T;Asfalto;;;;;;Cadastrado;19/03/2024;PA2014-0630;https://pergamum.anac.gov.br/arquivos/PA2014-0630.pdf
SBFI;PR0002;Cataratas;FOZ DO IGUAÇU;Paraná;Foz do Iguaçu;Paraná;-25600277778;-54485000000;"25°36'01.0S""";"054°29'06.0W""";240;VFR / IFR - CAT I;VFR / IFR - CAT I;15/33;2195;45;51/F/B/X/T;Asfalto;;;;;;Cadastrado;21/05/2024;PA2014-1182;https://pergamum.anac.gov.br/arquivos/PA2014-1182.pdf
SBTF;AM0004;Tefé;TEFÉ;Amazonas;Tefé;Amazonas;-3380277778;-64725277778;"03°22'49.0S""";"064°43'31.0W""";57;VFR / IFR Não Precisão;VFR / IFR Não Precisão;15/33;2200;45;29/F/C/X/U;Asfalto;;;;;;Cadastrado;13/11/2027;PA2017-3681;https://pergamum.anac.gov.br/arquivos/PA2017-3681.pdf
SWPI;AM0006;Parintins;PARINTINS;Amazonas;Parintins;Amazonas;-2669444444;-56771111111;"02°40'10.0S""";"056°46'16.0W""";26;VFR;VFR;06/24;1800;30;33/F/B/X/T;Asfalto;;;;;;Cadastrado;30/07/2025;PA2015-2014;https://pergamum.anac.gov.br/arquivos/PA2015-2014.pdf
SBJU;CE0002;Orlando Bezerra Menezes;JUAZEIRO DO NORTE;Ceará;Juazeiro do Norte;Ceará;-7219166667;-39269444444;"07°13'09.0S""";"039°16'10.0W""";409;VFR / IFR Não Precisão;VFR / IFR Não Precisão;13/31;1940;45;45/F/A/X/T;Asfalto;;;;;;Cadastrado;07/03/2029;PA2019-0624;https://pergamum.anac.gov.br/arquivos/PA2019-0624.pdf
SBMK;MG0004;Aeródromo Público Mário Ribeiro;MONTES CLAROS;Minas Gerais;Montes Claros;Minas Gerais;-16706111111;-43821944444;"16°42'22.0S""";"043°49'19.0W""";668;VFR / IFR Não Precisão;VFR / IFR Não Precisão;12/30;2100;45;34/F/B/X/T;Asfalto;;;;;;Cadastrado;29/07/2024;PA2014-1719;https://pergamum.anac.gov.br/arquivos/PA2014-1719.pdf
SBAX;MG0008;Romeu Zema;ARAXÁ;Minas Gerais;Araxá;Minas Gerais;-19560555556;-46965555556;"19°33'38.0S""";"046°57'56.0W""";999;VFR / IFR Não Precisão;VFR / IFR Não Precisão;16/34;1900;30;26/F/B/X/T;Asfalto;;;;;;Cadastrado;06/07/2027;PA2017-3046;https://pergamum.anac.gov.br/arquivos/PA2017-3046.pdf
SNOS;MG0024;José Figueiredo;PASSOS;Minas Gerais;Passos;Minas Gerais;-20733333333;-46659722222;"20°44'00.0S""";"046°39'35.0W""";822;VFR;VFR;14/32;1500;30;19/F/A/Y/T;Asfalto;;;;;;Cadastrado;15/10/2023;PA2013-2698;https://pergamum.anac.gov.br/arquivos/PA2013-2698.pdf
SBCG;MS0001;Campo Grande Internacional;CAMPO GRANDE;Mato Grosso do Sul;Campo Grande;Mato Grosso do Sul;-20469444444;-54670277778;"20°28'10.0S""";"054°40'13.0W""";559;VFR / IFR - CAT I;VFR / IFR - CAT I;06/24;2600;45;48/F/B/X/T;Asfalto;;;;;;Cadastrado;22/07/2026;PA2016-1884;https://pergamum.anac.gov.br/arquivos/PA2016-1884.pdf
SBRD;MT0004;Rondonópolis;RONDONÓPOLIS;Mato Grosso;Rondonópolis;Mato Grosso;-16588055556;-54721666667;"16°35'17.0S""";"054°43'18.0W""";447;VFR / IFR Não Precisão;VFR / IFR Não Precisão;02/20;1850;30;28/F/B/X/T;Asfalto;;;;;;Cadastrado;10/10/2028;PA2018-3190;https://pergamum.anac.gov.br/arquivos/PA2018-3190.pdf
SNHS;PE0005;Santa Magalhães;SERRA TALHADA;Pernambuco;Serra Talhada;Pernambuco;-8061388889;-38328611111;"08°03'41.0S""";"038°19'43.0W""";470;VFR;VFR;13/31;1593;30;31/F/B/Y/T;Asfalto;;;;;;Cadastrado;06/07/2028;PA2018-2109;https://pergamum.anac.gov.br/arquivos/PA2018-2109.pdf
SNGN;PE0006;Garanhuns;GARANHUNS;Pernambuco;Garanhuns;Pernambuco;-8834444444;-36471388889;"08°50'04.0S""";"036°28'17.0W""";772;VFR;VFR;16/34;1254;28;6/F/C/Y/T;Asfalto;;;;;;Interditado;07/05/2028;PA2018-1372;https://pergamum.anac.gov.br/arquivos/PA2018-1372.pdf
SNAE;PE0007;Arcoverde;ARCOVERDE;Pernambuco;Arcoverde;Pernambuco;-8407777778;-37088333333;"08°24'28.0S""";"037°05'18.0W""";634;VFR;VFR;15/33;1300;28;6/F/B/Y/U;Asfalto;;;;;;Interditado;05/12/2028;PA2018-3679;https://pergamum.anac.gov.br/arquivos/PA2018-3679.pdf
SBME;RJ0004;Macaé;MACAÉ;Rio de Janeiro;Macaé;Rio de Janeiro;-22342777778;-41763888889;"22°20'34.0S""";"041°45'50.0W""";2;VFR / IFR Não Precisão;VFR / IFR Não Precisão;06/24;1200;30;19/F/C/W/T;Asfalto;;;;;;Cadastrado;26/12/2019;PA2019-3922;https://pergamum.anac.gov.br/arquivos/PA2019-3922.pdf
SDPN;SP0024;Aeroporto Estadual Dr. Ramalho Franco;PENÁPOLIS;São Paulo;Penápolis;São Paulo;-21410277778;-50031944444;"21°24'37.0S""";"050°01'55.0W""";418;VFR;VFR;15/33;1500;30;27/F/A/X/T;Asfalto;;;;;;Cadastrado;29/01/2024;PA2014-0233;https://pergamum.anac.gov.br/arquivos/PA2014-0233.pdf
SDJV;SP0035;Municipal de São João da Boa Vista;SÃO JOÃO DA BOA VISTA;São Paulo;São João da Boa Vista;São Paulo;-22016666667;-46840555556;"22°01'00.0S""";"046°50'26.0W""";762;VFR;VFR;04/22;1250;30;20/F/B/Y/T;Asfalto;;;;;;Cadastrado;15/10/2023;PA2016-1715;https://pergamum.anac.gov.br/arquivos/PA2016-1715.pdf
SDNO;SP0061;Nelson Garófalo;SÃO MANUEL;São Paulo;São Manuel;São Paulo;-22696111111;-48576111111;"22°41'46.0S""";"048°34'34.0W""";730;VFR;VFR;14/32;1000;20;13/F/C/Y/U;Asfalto;;;;;;Cadastrado;07/05/2028;PA2018-1381;https://pergamum.anac.gov.br/arquivos/PA2018-1381.pdf
